GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
5595	8.03e-01	7.25e-01	0.0629	-0.35189	-0.0221336	1161.21	MAPK3	mitogen-activated protein kinase 3
6595	8.03e-01	7.25e-01	0.0522	-0.35158	-0.0183669	3405.55	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
57335	8.03e-01	7.26e-01	0.0751	-0.35111	-0.02638	198.21	ZNF286A	zinc finger protein 286A
107984847	8.04e-01	7.26e-01	0.1523	-0.35063	-0.0533909	29.36	LOC107984847	replaced by ID 100288069
220965	8.04e-01	7.26e-01	0.1957	0.35065	0.0686317	271.37	FAM13C	family with sequence similarity 13 member C
6176	8.04e-01	7.26e-01	0.0993	-0.35066	-0.03481	13406.37	RPLP1	ribosomal protein lateral stalk subunit P1
26065	8.04e-01	7.26e-01	0.0428	0.35025	0.0149898	2516.34	LSM14A	LSM14A mRNA processing body assembly factor
105370174	8.04e-01	7.26e-01	0.1073	-0.3498	-0.0375387	205.09	LOC105370174	uncharacterized LOC105370174
4778	8.05e-01	7.27e-01	0.3238	0.34926	0.1130966	12.09	NFE2	nuclear factor, erythroid 2
9194	8.05e-01	7.27e-01	0.1925	-0.34915	-0.0672037	3099.64	SLC16A7	solute carrier family 16 member 7
667	8.05e-01	7.27e-01	0.0759	-0.34881	-0.0264648	19978.57	DST	dystonin
682	8.05e-01	7.27e-01	0.1025	0.3487	0.0357437	34266.09	BSG	basigin (Ok blood group)
6133	8.05e-01	7.28e-01	0.1027	0.3484	0.0357731	5694.89	RPL9	ribosomal protein L9
114134	8.05e-01	7.28e-01	0.1748	-0.34843	-0.0609116	349.86	SLC2A13	solute carrier family 2 member 13
120406	8.05e-01	7.28e-01	0.2082	0.348	0.0724676	10.84	NXPE2	neurexophilin and PC-esterase domain family member 2
100506060	8.05e-01	7.28e-01	0.1515	-0.34801	-0.0527223	61.33	SMG1P7	SMG1 pseudogene 7
57573	8.05e-01	7.28e-01	0.1015	0.34796	0.035333	485.21	ZNF471	zinc finger protein 471
55679	8.05e-01	7.28e-01	0.1004	0.34784	0.0349076	5280.46	LIMS2	LIM zinc finger domain containing 2
3082	8.05e-01	7.28e-01	0.2254	0.34785	0.0784224	123.46	HGF	hepatocyte growth factor
643180	8.05e-01	7.28e-01	0.0567	-0.34775	-0.0197076	198.9	CCT6P3	chaperonin containing TCP1 subunit 6 pseudogene 3
105370560	8.05e-01	7.28e-01	0.1274	0.34755	0.0442843	21.08	RBM25-AS1	RBM25 antisense RNA 1
79594	8.05e-01	7.28e-01	0.0722	-0.34745	-0.0251017	1227.14	MUL1	mitochondrial E3 ubiquitin protein ligase 1
728431	8.06e-01	7.28e-01	0.1816	0.3473	0.0630556	44.74	ZC3H12A-DT	ZC3H12A divergent transcript
105375463	8.06e-01	7.29e-01	0.3096	0.34711	0.1074802	6.48	LOC105375463	uncharacterized LOC105375463
132228	8.06e-01	7.29e-01	0.1262	-0.34677	-0.0437715	637.36	LSMEM2	leucine rich single-pass membrane protein 2
5742	8.06e-01	7.29e-01	0.2377	0.34678	0.0824398	242.54	PTGS1	prostaglandin-endoperoxide synthase 1
105376278	8.06e-01	7.29e-01	0.2008	-0.3468	-0.0696327	95.72	LOC105376278	uncharacterized LOC105376278
6927	8.06e-01	7.29e-01	0.1914	-0.34686	-0.0663922	8.18	HNF1A	HNF1 homeobox A
107987102	8.06e-01	7.29e-01	0.203	0.34661	0.0703667	12.64	LOC107987102	uncharacterized LOC107987102
102724601	8.06e-01	7.29e-01	0.3324	0.34627	0.1150884	7.85	RABGAP1L-DT	RABGAP1L divergent transcript
154865	8.06e-01	7.29e-01	0.2016	-0.34641	-0.0698233	10.52	IQUB	IQ motif and ubiquitin domain containing
27253	8.06e-01	7.29e-01	0.1899	-0.34638	-0.065775	193.79	PCDH17	protocadherin 17
51174	8.06e-01	7.29e-01	0.0881	-0.3463	-0.0305094	191.91	TUBD1	tubulin delta 1
11159	8.06e-01	7.29e-01	0.0709	-0.34609	-0.0245376	253.71	RABL2A	RAB, member of RAS oncogene family like 2A
51495	8.06e-01	7.29e-01	0.0864	-0.34595	-0.0299008	443.89	HACD3	3-hydroxyacyl-CoA dehydratase 3
6015	8.06e-01	7.30e-01	0.0554	-0.34544	-0.0191418	864.95	RING1	ring finger protein 1
26166	8.06e-01	7.30e-01	0.2992	-0.34549	-0.1033795	7.86	RGS22	regulator of G protein signaling 22
26036	8.07e-01	7.30e-01	0.0647	0.34526	0.022336	832.68	ZNF451	zinc finger protein 451
285966	8.07e-01	7.30e-01	0.1257	0.34529	0.043395	46.74	TCAF2	TRPM8 channel associated factor 2
64770	8.07e-01	7.30e-01	0.0846	-0.34504	-0.0291834	668.8	CCDC14	coiled-coil domain containing 14
23131	8.07e-01	7.30e-01	0.0698	0.34496	0.0240845	2016.73	GPATCH8	G-patch domain containing 8
6566	8.07e-01	7.30e-01	0.1046	0.34481	0.0360532	5680.62	SLC16A1	solute carrier family 16 member 1
3516	8.07e-01	7.30e-01	0.0861	-0.34482	-0.0296981	1655.99	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
9295	8.07e-01	7.31e-01	0.09	0.34437	0.0309975	3371.46	SRSF11	serine and arginine rich splicing factor 11
84288	8.07e-01	7.31e-01	0.203	0.34416	0.0698629	955.97	EFCAB2	EF-hand calcium binding domain 2
728819	8.07e-01	7.31e-01	0.1655	0.34421	0.0569601	27.23	C1GALT1C1L	C1GALT1 specific chaperone 1 like
23741	8.07e-01	7.31e-01	0.081	-0.34413	-0.0278696	7829.64	EID1	EP300 interacting inhibitor of differentiation 1
1639	8.07e-01	7.31e-01	0.0762	0.34392	0.0262032	8456.14	DCTN1	dynactin subunit 1
619518	8.07e-01	7.31e-01	0.154	0.34357	0.0529071	39.3	SSBP3-AS1	SSBP3 antisense RNA 1
107986991	8.07e-01	7.31e-01	0.1372	0.34351	0.0471374	43.3	LOC107986991	
23001	8.07e-01	7.31e-01	0.0841	0.3434	0.0288666	1583.67	WDFY3	WD repeat and FYVE domain containing 3
395	8.07e-01	7.31e-01	0.1005	0.34339	0.034507	262.39	ARHGAP6	Rho GTPase activating protein 6
728888	8.07e-01	7.31e-01	0.0927	-0.34333	-0.031825	394.81	NPIPB11	nuclear pore complex interacting protein family member B11
5264	8.08e-01	7.32e-01	0.0924	0.34293	0.0316929	4049.56	PHYH	phytanoyl-CoA 2-hydroxylase
200845	8.08e-01	7.32e-01	0.0664	-0.34256	-0.022757	239.38	KCTD6	potassium channel tetramerization domain containing 6
103	8.08e-01	7.32e-01	0.0647	-0.34242	-0.0221559	2554.11	ADAR	adenosine deaminase RNA specific
112268121	8.09e-01	7.33e-01	0.1623	-0.34171	-0.055456	15.9	LOC112268121	
22887	8.09e-01	7.33e-01	0.0408	-0.34159	-0.0139377	1995.51	FOXJ3	forkhead box J3
4697	8.09e-01	7.33e-01	0.1147	0.34162	0.0391827	18841.69	NDUFA4	NDUFA4 mitochondrial complex associated
100505702	8.09e-01	7.33e-01	0.2875	0.34141	0.0981615	14.12	LINC01094	long intergenic non-protein coding RNA 1094
1186	8.09e-01	7.33e-01	0.078	0.34137	0.0266099	1278.88	CLCN7	chloride voltage-gated channel 7
100505502	8.09e-01	7.33e-01	0.3084	-0.34068	-0.1050662	13.62	LOC100505502	POM121 transmembrane nucleoporin like, pseudogene
112268418	8.09e-01	7.33e-01	0.2587	0.34048	0.0880706	8.7	LOC112268418	uncharacterized LOC112268418
375387	8.09e-01	7.33e-01	0.1916	0.34049	0.0652514	87.12	NRROS	negative regulator of reactive oxygen species
441869	8.09e-01	7.34e-01	0.228	-0.34038	-0.0775981	48.66	ANKRD65	ankyrin repeat domain 65
3035	8.09e-01	7.34e-01	0.0555	0.34029	0.0189028	1205.43	HARS1	histidyl-tRNA synthetase 1
84224	8.09e-01	7.34e-01	0.1254	-0.34005	-0.0426573	163.68	NBPF3	NBPF member 3
286097	8.09e-01	7.34e-01	0.1574	0.34007	0.0535401	265.09	MICU3	mitochondrial calcium uptake family member 3
112268140	8.10e-01	7.34e-01	0.1324	-0.33989	-0.0450039	20.83	LOC112268140	loricrin-like
2671	8.10e-01	7.34e-01	0.0675	-0.33987	-0.0229412	348.52	GFER	growth factor, augmenter of liver regeneration
64288	8.10e-01	7.34e-01	0.0934	0.33954	0.0316964	261.1	ZSCAN31	zinc finger and SCAN domain containing 31
871	8.10e-01	7.34e-01	0.1721	0.33918	0.0583772	1643.49	SERPINH1	serpin family H member 1
54962	8.10e-01	7.35e-01	0.154	0.33907	0.0522012	84.05	TIPIN	TIMELESS interacting protein
107985216	8.10e-01	7.35e-01	0.2812	-0.33893	-0.0953177	170.32	LOC107985216	uncharacterized LOC107985216
282679	8.10e-01	7.35e-01	0.1539	0.33871	0.0521253	29.74	AQP11	aquaporin 11
101929523	8.10e-01	7.35e-01	0.2305	0.33847	0.0780062	10.51	THBS2-AS1	THBS2 antisense RNA 1
27292	8.10e-01	7.35e-01	0.0499	-0.33837	-0.016897	682.5	DIMT1	DIM1 rRNA methyltransferase and ribosome maturation factor
107986673	8.11e-01	7.35e-01	0.3498	-0.33817	-0.1182976	48.18	LOC107986673	uncharacterized LOC107986673
9053	8.11e-01	7.35e-01	0.1185	-0.33807	-0.0400644	109.52	MAP7	microtubule associated protein 7
51306	8.11e-01	7.36e-01	0.105	0.33774	0.0354598	1436.28	FAM13B	family with sequence similarity 13 member B
56000	8.11e-01	7.36e-01	0.3358	0.33773	0.1134155	6.26	NXF3	nuclear RNA export factor 3
221481	8.11e-01	7.36e-01	0.2974	0.33746	0.1003669	17.79	ARMC12	armadillo repeat containing 12
79089	8.11e-01	7.36e-01	0.0519	-0.33748	-0.0175228	765.78	TMUB2	transmembrane and ubiquitin like domain containing 2
2746	8.11e-01	7.36e-01	0.0583	0.33722	0.0196739	3828.08	GLUD1	glutamate dehydrogenase 1
105369690	8.11e-01	7.36e-01	0.2069	0.33708	0.0697358	15.11	LOC105369690	uncharacterized LOC105369690
64800	8.11e-01	7.36e-01	0.1703	0.33697	0.0573733	33.38	EFCAB6	EF-hand calcium binding domain 6
200185	8.11e-01	7.36e-01	0.0634	0.33683	0.0213573	784.45	KRTCAP2	keratinocyte associated protein 2
91584	8.12e-01	7.37e-01	0.1396	-0.3364	-0.0469719	967.32	PLXNA4	plexin A4
161247	8.12e-01	7.37e-01	0.1352	-0.33617	-0.0454672	2063.38	FITM1	fat storage inducing transmembrane protein 1
10435	8.12e-01	7.37e-01	0.1162	-0.33599	-0.0390381	307.55	CDC42EP2	CDC42 effector protein 2
902	8.12e-01	7.37e-01	0.0635	-0.33547	-0.0213143	735.65	CCNH	cyclin H
100506289	8.12e-01	7.37e-01	0.3678	-0.33533	-0.1233349	9.77	LOC100506289	uncharacterized LOC100506289
92691	8.12e-01	7.37e-01	0.2455	0.33517	0.0822823	8.09	TMEM169	transmembrane protein 169
54814	8.12e-01	7.37e-01	0.0996	0.3352	0.0333736	60.87	QPCTL	glutaminyl-peptide cyclotransferase like
613126	8.12e-01	7.38e-01	0.198	-0.33504	-0.0663336	8.14	CYP51A1-AS1	CYP51A1 antisense RNA 1
28408	8.13e-01	7.38e-01	0.3635	-0.33443	-0.1215768	8.3	IGHV3-74	immunoglobulin heavy variable 3-74
366	8.13e-01	7.38e-01	0.3593	0.33435	0.1201409	52.27	AQP9	aquaporin 9
29085	8.13e-01	7.38e-01	0.0766	0.33421	0.0256084	2677.97	PHPT1	phosphohistidine phosphatase 1
51734	8.13e-01	7.38e-01	0.1111	0.33425	0.0371369	703.62	MSRB1	methionine sulfoxide reductase B1
132321	8.13e-01	7.38e-01	0.0819	0.33384	0.0273504	147.7	C4orf33	chromosome 4 open reading frame 33
80727	8.13e-01	7.38e-01	0.1113	0.33386	0.037166	502.74	TTYH3	tweety family member 3
220323	8.13e-01	7.39e-01	0.1906	-0.33383	-0.0636363	743.52	OAF	out at first homolog
283951	8.13e-01	7.38e-01	0.0742	0.33386	0.0247823	219.12	UQCC4	ubiquinol-cytochrome c reductase complex assembly factor 4
87	8.13e-01	7.39e-01	0.1522	-0.33351	-0.0507612	3753.57	ACTN1	actinin alpha 1
199221	8.13e-01	7.39e-01	0.1076	-0.33328	-0.0358574	143.23	DZIP1L	DAZ interacting zinc finger protein 1 like
7941	8.13e-01	7.39e-01	0.1836	-0.33328	-0.0611875	45.32	PLA2G7	phospholipase A2 group VII
8089	8.13e-01	7.39e-01	0.0847	-0.33324	-0.0282226	286.17	YEATS4	YEATS domain containing 4
101927280	8.14e-01	7.39e-01	0.3734	0.33294	0.1243222	324.36	LINC02208	long intergenic non-protein coding RNA 2208
29777	8.14e-01	7.39e-01	0.0593	-0.33285	-0.0197335	365.03	ABT1	activator of basal transcription 1
1352	8.14e-01	7.39e-01	0.0956	-0.33288	-0.0318154	1660.16	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
9557	8.14e-01	7.40e-01	0.075	0.33247	0.0249514	483.22	CHD1L	chromodomain helicase DNA binding protein 1 like
112267929	8.14e-01	7.39e-01	0.2104	-0.33252	-0.069967	21.28	LOC112267929	
10473	8.14e-01	7.40e-01	0.0537	-0.33246	-0.01785	1127.32	HMGN4	high mobility group nucleosomal binding domain 4
284312	8.14e-01	7.40e-01	0.1387	-0.33249	-0.0461174	35.11	ZSCAN1	zinc finger and SCAN domain containing 1
55621	8.14e-01	7.40e-01	0.0688	-0.33222	-0.0228723	485.04	TRMT1	tRNA methyltransferase 1
83604	8.14e-01	7.40e-01	0.1199	-0.33223	-0.0398423	1630.09	TMEM47	transmembrane protein 47
231	8.14e-01	7.40e-01	0.1244	0.33198	0.0412871	4508.95	AKR1B1	aldo-keto reductase family 1 member B
84858	8.14e-01	7.40e-01	0.1257	-0.33183	-0.0417267	192.03	ZNF503	zinc finger protein 503
257194	8.14e-01	7.40e-01	0.1555	0.3317	0.0515653	586.72	NEGR1	neuronal growth regulator 1
22908	8.14e-01	7.40e-01	0.0722	-0.33134	-0.0239391	863.75	SACM1L	SAC1 like phosphatidylinositide phosphatase
100506835	8.14e-01	7.40e-01	0.2956	-0.3314	-0.0979708	11.79	LINC00840	long intergenic non-protein coding RNA 840
7762	8.14e-01	7.40e-01	0.265	0.33137	0.0878071	7.98	ZNF215	zinc finger protein 215
91	8.15e-01	7.41e-01	0.0519	0.33046	0.0171415	596.77	ACVR1B	activin A receptor type 1B
27440	8.15e-01	7.41e-01	0.0884	0.33025	0.0291974	1387.97	HDHD5	haloacid dehalogenase like hydrolase domain containing 5
107987181	8.15e-01	7.41e-01	0.1996	0.33016	0.0659107	11.17	LOC107987181	
202309	8.15e-01	7.41e-01	0.2975	0.33004	0.0981858	19.55	GAPT	GRB2 binding adaptor protein, transmembrane
2996	8.15e-01	7.42e-01	0.092	0.3298	0.030332	82.29	GYPE	glycophorin E (MNS blood group)
9189	8.15e-01	7.42e-01	0.0809	-0.3298	-0.0266799	2719.53	ZBED1	zinc finger BED-type containing 1
6748	8.15e-01	7.42e-01	0.0867	-0.32956	-0.0285717	1448.86	SSR4	signal sequence receptor subunit 4
360023	8.15e-01	7.42e-01	0.1454	0.32936	0.0478913	395.96	ZBTB41	zinc finger and BTB domain containing 41
5660	8.15e-01	7.42e-01	0.0671	-0.32941	-0.022093	43318.42	PSAP	prosaposin
100528016	8.15e-01	7.42e-01	0.0482	-0.32929	-0.0158686	2045.29	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)
693155	8.16e-01	7.42e-01	0.2026	0.32873	0.0666068	15.92	MIR570	microRNA 570
10920	8.16e-01	7.42e-01	0.0636	0.32856	0.020894	2405.78	COPS8	COP9 signalosome subunit 8
51592	8.16e-01	7.43e-01	0.1107	-0.32848	-0.0363728	926.53	TRIM33	tripartite motif containing 33
284	8.16e-01	7.43e-01	0.2022	-0.32835	-0.0663771	172.81	ANGPT1	angiopoietin 1
3843	8.16e-01	7.43e-01	0.0579	-0.32835	-0.019011	4959.76	IPO5	importin 5
388931	8.16e-01	7.43e-01	0.1393	0.32825	0.0457401	30.36	MFSD2B	MFSD2 lysolipid transporter B, sphingolipid
339983	8.16e-01	7.43e-01	0.289	-0.32793	-0.0947865	26	NAT8L	N-acetyltransferase 8 like
127255	8.16e-01	7.43e-01	0.3118	-0.32771	-0.1021644	10.08	LRRIQ3	leucine rich repeats and IQ motif containing 3
100652736	8.17e-01	7.43e-01	0.1641	-0.3275	-0.0537533	13.32	LINC01311	long intergenic non-protein coding RNA 1311
107984293	8.17e-01	7.44e-01	0.2034	0.32664	0.0664379	23.95	LOC107984293	uncharacterized LOC107984293
153020	8.17e-01	7.44e-01	0.1731	-0.32656	-0.0565429	131.04	RASGEF1B	RasGEF domain family member 1B
112268234	8.17e-01	7.44e-01	0.2592	0.3265	0.0846245	17.28	LOC112268234	uncharacterized LOC112268234
101928909	8.17e-01	7.44e-01	0.1876	-0.32609	-0.0611845	8.89	TTC7B-AS1	TTC7B antisense RNA 1
27122	8.18e-01	7.44e-01	0.1436	0.32597	0.0468211	19979.07	DKK3	dickkopf WNT signaling pathway inhibitor 3
107984728	8.18e-01	7.45e-01	0.3635	-0.32479	-0.1180693	13.72	LOC107984728	
56990	8.19e-01	7.45e-01	0.0724	-0.32467	-0.0235139	471.24	CDC42SE2	CDC42 small effector 2
222235	8.19e-01	7.46e-01	0.1809	-0.32436	-0.0586802	17.95	FBXL13	F-box and leucine rich repeat protein 13
2271	8.19e-01	7.46e-01	0.0729	0.32396	0.0236007	6318.37	FH	fumarate hydratase
27297	8.19e-01	7.46e-01	0.0547	0.32401	0.0177232	718.64	CRCP	CGRP receptor component
3503	8.19e-01	7.46e-01	0.4875	-0.32406	-0.1579637	60.95	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)
9294	8.19e-01	7.46e-01	0.2004	-0.32391	-0.0649138	116.64	S1PR2	sphingosine-1-phosphate receptor 2
3911	8.19e-01	7.46e-01	0.0767	-0.32407	-0.0248469	3430.98	LAMA5	laminin subunit alpha 5
100132288	8.19e-01	7.46e-01	0.1953	0.32405	0.0632747	243.77	TEKT4P2	tektin 4 pseudogene 2
6506	8.19e-01	7.46e-01	0.2666	0.3237	0.0862977	203.95	SLC1A2	solute carrier family 1 member 2
101929322	8.20e-01	7.47e-01	0.3013	-0.32298	-0.0973209	12.26	LOC101929322	integrator complex subunit 4 pseudogene
29888	8.20e-01	7.47e-01	0.0515	-0.32279	-0.0166161	1764.88	STRN4	striatin 4
132158	8.20e-01	7.47e-01	0.1213	0.32256	0.0391131	111.28	GLYCTK	glycerate kinase
101930085	8.20e-01	7.47e-01	0.0858	0.3221	0.0276476	377.06	HERPUD2-AS1	HERPUD2 antisense RNA 1
9540	8.20e-01	7.48e-01	0.1317	-0.32186	-0.0423903	251.6	TP53I3	tumor protein p53 inducible protein 3
4609	8.20e-01	7.48e-01	0.2293	-0.32185	-0.0737906	423.95	MYC	MYC proto-oncogene, bHLH transcription factor
284004	8.20e-01	7.48e-01	0.0815	-0.32182	-0.026213	383.93	HEXD	hexosaminidase D
8989	8.20e-01	7.48e-01	0.1647	-0.32172	-0.0529931	15.19	TRPA1	transient receptor potential cation channel subfamily A member 1
2629	8.21e-01	7.48e-01	0.0916	-0.32085	-0.0293746	398.09	GBA1	glucosylceramidase beta 1
107986206	8.22e-01	7.49e-01	0.1811	-0.32007	-0.0579534	16.37	LRP2BP-AS1	LRP2BP antisense RNA 1
949	8.22e-01	7.49e-01	0.0949	-0.31967	-0.0303317	361.86	SCARB1	scavenger receptor class B member 1
54988	8.22e-01	7.49e-01	0.4325	-0.31968	-0.1382638	52.08	ACSM5	acyl-CoA synthetase medium chain family member 5
4750	8.22e-01	7.50e-01	0.0773	0.31909	0.0246785	735.57	NEK1	NIMA related kinase 1
115106	8.22e-01	7.50e-01	0.125	-0.31911	-0.0399006	138.82	HAUS1	HAUS augmin like complex subunit 1
8514	8.22e-01	7.50e-01	0.1876	0.31889	0.0598326	1353.78	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
253738	8.22e-01	7.50e-01	0.1141	0.31891	0.0363769	440.82	EBF3	EBF transcription factor 3
9459	8.22e-01	7.50e-01	0.0944	-0.31896	-0.0301186	3455.71	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
5150	8.22e-01	7.50e-01	0.1772	-0.31842	-0.0564135	4120.21	PDE7A	phosphodiesterase 7A
3437	8.22e-01	7.50e-01	0.2599	-0.31838	-0.0827575	588.37	IFIT3	interferon induced protein with tetratricopeptide repeats 3
953	8.22e-01	7.50e-01	0.077	0.31843	0.0245252	874.12	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
254050	8.22e-01	7.50e-01	0.2708	-0.3185	-0.0862397	10.48	LRRC43	leucine rich repeat containing 43
27141	8.22e-01	7.50e-01	0.0387	0.31852	0.0123288	415.66	CIDEB	cell death inducing DFFA like effector b
105369669	8.22e-01	7.50e-01	0.196	0.31817	0.0623591	10.69	LOC105369669	uncharacterized LOC105369669
25790	8.23e-01	7.50e-01	0.2358	0.31803	0.0750054	15.56	CFAP45	cilia and flagella associated protein 45
10026	8.23e-01	7.51e-01	0.0762	-0.31795	-0.0242413	1030.42	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
355	8.23e-01	7.51e-01	0.116	0.3179	0.0368763	186.35	FAS	Fas cell surface death receptor
84689	8.23e-01	7.51e-01	0.2787	0.31784	0.0885836	70.51	MS4A14	membrane spanning 4-domains A14
51228	8.23e-01	7.51e-01	0.0532	0.31746	0.0168848	648.49	GLTP	glycolipid transfer protein
283575	8.23e-01	7.51e-01	0.2731	-0.31745	-0.0867055	8.52	LINC02288	long intergenic non-protein coding RNA 2288
158960	8.23e-01	7.51e-01	0.1175	0.31695	0.0372397	53.91	ATP6AP1-DT	ATP6AP1 divergent transcript
5607	8.23e-01	7.51e-01	0.095	-0.31683	-0.0301043	712.74	MAP2K5	mitogen-activated protein kinase kinase 5
51182	8.23e-01	7.51e-01	0.0484	-0.31671	-0.0153337	550.91	HSPA14	heat shock protein family A (Hsp70) member 14
105371893	8.23e-01	7.52e-01	0.2314	-0.3166	-0.0732548	17.31	SLC9A3R1-AS1	SLC9A3R1 antisense RNA 1
5328	8.24e-01	7.52e-01	0.2139	0.31624	0.0676528	339.81	PLAU	plasminogen activator, urokinase
2762	8.24e-01	7.52e-01	0.0961	0.31579	0.0303574	154.45	GMDS	GDP-mannose 4,6-dehydratase
112267941	8.24e-01	7.52e-01	0.1724	-0.31568	-0.0544103	135.49	LOC112267941	
50862	8.24e-01	7.52e-01	0.0912	-0.31564	-0.0287866	1164.4	RNF141	ring finger protein 141
107986780	8.24e-01	7.53e-01	0.2586	0.31525	0.0815202	80.22	LOC107986780	
105373383	8.24e-01	7.53e-01	0.2151	-0.31515	-0.0677906	9.91	LOC105373383	uncharacterized LOC105373383
645121	8.25e-01	7.53e-01	0.1145	0.31458	0.0360174	51.96	CCNI2	cyclin I family member 2
51308	8.25e-01	7.53e-01	0.1877	-0.31436	-0.0589938	170.23	REEP2	receptor accessory protein 2
278	8.25e-01	7.54e-01	0.125	-0.31394	-0.039253	76.02	AMY1C	amylase alpha 1C
23007	8.25e-01	7.54e-01	0.3574	-0.31399	-0.1122175	40.23	PLCH1	phospholipase C eta 1
101926977	8.25e-01	7.54e-01	0.138	0.31401	0.0433419	20.64	VIRMA-DT	VIRMA divergent transcript
101101775	8.25e-01	7.54e-01	0.1927	0.31396	0.0604921	10.54	TMEM220-AS1	TMEM220 antisense RNA 1
401288	8.25e-01	7.54e-01	0.2522	0.31373	0.0791331	8.15	LINC00242	long intergenic non-protein coding RNA 242
10635	8.25e-01	7.54e-01	0.1722	-0.31372	-0.0540333	24.85	RAD51AP1	RAD51 associated protein 1
1368	8.25e-01	7.54e-01	0.2971	0.3136	0.0931766	585.09	CPM	carboxypeptidase M
1537	8.25e-01	7.54e-01	0.0966	0.31316	0.0302656	8101.62	CYC1	cytochrome c1
84826	8.25e-01	7.54e-01	0.073	0.31298	0.0228384	115.01	SFT2D3	SFT2 domain containing 3
5003	8.25e-01	7.54e-01	0.1643	-0.31301	-0.0514174	13.68	SLC22A18AS	SLC22A18 antisense RNA
112267938	8.26e-01	7.54e-01	0.1409	-0.31289	-0.0440732	21.23	LOC112267938	
100507246	8.26e-01	7.55e-01	0.0845	0.31268	0.0264153	1201.64	SNHG16	small nucleolar RNA host gene 16
54974	8.26e-01	7.55e-01	0.1163	-0.31226	-0.0363119	197.05	THG1L	tRNA-histidine guanylyltransferase 1 like
8273	8.26e-01	7.55e-01	0.0729	-0.31222	-0.0227652	409.33	SLC10A3	solute carrier family 10 member 3
6426	8.26e-01	7.55e-01	0.059	0.3116	0.0183734	3959.53	SRSF1	serine and arginine rich splicing factor 1
101928465	8.27e-01	7.56e-01	0.2068	-0.31085	-0.064274	27.69	SLCO4A1-AS2	SLCO4A1 antisense RNA 2
440345	8.27e-01	7.56e-01	0.0985	0.31063	0.0305995	650.83	NPIPB4	nuclear pore complex interacting protein family member B4
91368	8.27e-01	7.56e-01	0.0706	0.31049	0.0219259	643.14	CDKN2AIPNL	CDKN2A interacting protein N-terminal like
93426	8.27e-01	7.56e-01	0.4256	0.31013	0.1319975	11.01	SYCE1	synaptonemal complex central element protein 1
10451	8.28e-01	7.57e-01	0.1432	-0.30965	-0.0443508	95.63	VAV3	vav guanine nucleotide exchange factor 3
1841	8.28e-01	7.57e-01	0.0785	-0.30961	-0.0243002	151.22	DTYMK	deoxythymidylate kinase
440957	8.28e-01	7.57e-01	0.1125	0.30966	0.0348334	555.08	UQCC5	ubiquinol-cytochrome c reductase complex assembly factor 5
8519	8.28e-01	7.57e-01	0.1401	-0.30969	-0.0434014	2352.2	IFITM1	interferon induced transmembrane protein 1
107985325	8.28e-01	7.57e-01	0.1277	-0.30981	-0.0395657	42.49	GP6-AS1	GP6 antisense RNA 1
57655	8.28e-01	7.57e-01	0.0862	0.3095	0.0266733	794.57	GRAMD1A	GRAM domain containing 1A
221421	8.28e-01	7.57e-01	0.0765	-0.30916	-0.0236566	279.57	RSPH9	radial spoke head component 9
101928725	8.28e-01	7.57e-01	0.1755	0.30901	0.0542325	16.21	MINDY2-DT	MINDY2 divergent transcript
7412	8.28e-01	7.57e-01	0.2566	0.30882	0.079242	164.34	VCAM1	vascular cell adhesion molecule 1
9679	8.28e-01	7.57e-01	0.1338	0.3088	0.0413265	1551.04	FAM53B	family with sequence similarity 53 member B
9266	8.28e-01	7.57e-01	0.0915	-0.30888	-0.0282648	990.89	CYTH2	cytohesin 2
2690	8.28e-01	7.58e-01	0.1037	-0.30873	-0.0320133	625.97	GHR	growth hormone receptor
55321	8.28e-01	7.58e-01	0.1362	-0.30842	-0.0420189	135.93	TMEM74B	transmembrane protein 74B
9666	8.28e-01	7.58e-01	0.0808	-0.30834	-0.0249206	1022.85	DZIP3	DAZ interacting zinc finger protein 3
79908	8.28e-01	7.58e-01	0.3117	0.30806	0.0960229	8.22	BTNL8	butyrophilin like 8
388572	8.28e-01	7.58e-01	0.1451	-0.30799	-0.0446869	15.84	LOC388572	replaced by ID 112268070
166968	8.29e-01	7.58e-01	0.1037	-0.30771	-0.0319114	479.78	MIER3	MIER family member 3
692227	8.29e-01	7.58e-01	0.1894	-0.30762	-0.058277	28.08	SNORD104	small nucleolar RNA, C/D box 104
132851	8.29e-01	7.59e-01	0.2709	-0.30721	-0.0832236	8.08	SPATA4	spermatogenesis associated 4
442213	8.29e-01	7.59e-01	0.308	0.307	0.0945724	42.65	PTCHD4	patched domain containing 4
641455	8.29e-01	7.59e-01	0.15	0.30689	0.0460416	426.19	POTEM	POTE ankyrin domain family member M
