GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
440905	5.82e-04	9.31e-05	0.2277	-3.90779	-0.8897603	7.96	FAR2P1	fatty acyl-CoA reductase 2 pseudogene 1
146227	5.84e-04	9.36e-05	0.194	3.9067	0.7579636	59.83	BEAN1	brain expressed associated with NEDD4 1
6390	5.86e-04	9.39e-05	0.0968	3.90581	0.3780579	7130.93	SDHB	succinate dehydrogenase complex iron sulfur subunit B
27295	5.86e-04	9.40e-05	0.1727	-3.90563	-0.6744665	8226.33	PDLIM3	PDZ and LIM domain 3
110006322	5.87e-04	9.41e-05	0.0778	-3.90544	-0.3038063	1449.84	PKD1P5-LOC105376752	PKD1P5-LOC105376752 readthrough
57546	5.88e-04	9.44e-05	0.1065	3.90465	0.4159818	188.68	PDP2	pyruvate dehydrogenase phosphatase catalytic subunit 2
51161	5.89e-04	9.45e-05	0.0918	3.9044	0.3586069	1370.71	C3orf18	chromosome 3 open reading frame 18
51214	5.90e-04	9.46e-05	0.2698	-3.90397	-1.0531486	8.03	IGF2-AS	IGF2 antisense RNA
292	5.91e-04	9.50e-05	0.1109	-3.90311	-0.4328519	2965.29	SLC25A5	solute carrier family 25 member 5
203523	5.91e-04	9.49e-05	0.1032	3.90316	0.4027139	327.46	ZNF449	zinc finger protein 449
79656	5.92e-04	9.51e-05	0.1328	-3.90283	-0.5181537	87.44	BEND5	BEN domain containing 5
57189	5.92e-04	9.51e-05	0.0794	3.90286	0.3098851	564.37	DENND11	DENN domain containing 11
196993	5.93e-04	9.53e-05	0.1687	3.90218	0.6581891	23.9	CT62	cancer/testis associated 62
401944	5.94e-04	9.54e-05	0.1156	-3.9019	-0.4511297	1963.81	LDLRAD2	low density lipoprotein receptor class A domain containing 2
200916	5.94e-04	9.55e-05	0.1604	3.90183	0.6259898	168.69	RPL22L1	ribosomal protein L22 like 1
1603	5.95e-04	9.58e-05	0.0681	3.90104	0.2656374	1518.31	DAD1	defender against cell death 1
11062	5.98e-04	9.62e-05	0.0669	3.90006	0.260942	156.09	DUS4L	dihydrouridine synthase 4 like
253959	5.99e-04	9.64e-05	0.0773	3.89953	0.3012508	754.61	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1
79609	5.99e-04	9.64e-05	0.0927	-3.8995	-0.3614498	189.19	VCPKMT	valosin containing protein lysine methyltransferase
342371	5.99e-04	9.65e-05	0.0857	-3.89935	-0.3341063	1417.09	ATXN1L	ataxin 1 like
2526	6.01e-04	9.68e-05	0.1338	-3.89844	-0.5214887	114.48	FUT4	fucosyltransferase 4
128866	6.01e-04	9.68e-05	0.0726	3.8984	0.2830854	3669.65	CHMP4B	charged multivesicular body protein 4B
26511	6.01e-04	9.70e-05	0.0902	-3.89802	-0.3515456	227.32	CHIC2	cysteine rich hydrophobic domain 2
55124	6.01e-04	9.70e-05	0.2505	-3.89795	-0.9762552	22.3	PIWIL2	piwi like RNA-mediated gene silencing 2
9948	6.03e-04	9.73e-05	0.0823	3.89733	0.3206368	5775.29	WDR1	WD repeat domain 1
84958	6.03e-04	9.74e-05	0.211	-3.89694	-0.8221686	21.63	SYTL1	synaptotagmin like 1
100500853	6.03e-04	9.75e-05	0.1367	3.8968	0.5327506	46.25	MIR3605	microRNA 3605
3586	6.03e-04	9.74e-05	0.3608	3.89706	1.4060148	11.05	IL10	interleukin 10
7539	6.03e-04	9.75e-05	0.1109	-3.89681	-0.4323319	80.09	ZFP37	ZFP37 zinc finger protein
123920	6.03e-04	9.74e-05	0.1244	-3.89696	-0.4847512	426.99	CMTM3	CKLF like MARVEL transmembrane domain containing 3
388	6.04e-04	9.77e-05	0.1655	-3.89632	-0.6448863	5951.03	RHOB	ras homolog family member B
51060	6.05e-04	9.79e-05	0.0604	3.89577	0.2351944	891.31	TXNDC12	thioredoxin domain containing 12
7582	6.05e-04	9.79e-05	0.1057	3.89566	0.4116717	673.34	ZNF33B	zinc finger protein 33B
7033	6.05e-04	9.80e-05	0.2379	-3.89555	-0.9269435	29	TFF3	trefoil factor 3
84260	6.09e-04	9.86e-05	0.0476	3.89409	0.1854662	510.43	TCHP	trichoplein keratin filament binding
2905	6.09e-04	9.86e-05	0.1836	-3.89413	-0.7149736	36.45	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
8824	6.09e-04	9.86e-05	0.1626	3.89393	0.6331198	3584.58	CES2	carboxylesterase 2
29924	6.11e-04	9.89e-05	0.0891	3.89322	0.3468428	4431.48	EPN1	epsin 1
729830	6.11e-04	9.90e-05	0.1172	3.89294	0.4561455	855.53	FHIP1A	FHF complex subunit HOOK interacting protein 1A
83480	6.13e-04	9.94e-05	0.0764	3.89211	0.297391	201.24	PUS3	pseudouridine synthase 3
6352	6.13e-04	9.94e-05	0.2909	-3.89203	-1.1322526	61.57	CCL5	C-C motif chemokine ligand 5
23233	6.15e-04	9.97e-05	0.1033	-3.89121	-0.4019017	5782.74	EXOC6B	exocyst complex component 6B
58472	6.15e-04	9.98e-05	0.073	3.89102	0.2839823	475.3	SQOR	sulfide quinone oxidoreductase
138311	6.15e-04	9.99e-05	0.0831	-3.89081	-0.3235049	664.82	DIPK1B	divergent protein kinase domain 1B
8175	6.19e-04	1.00e-04	0.0775	-3.88941	-0.3015736	625.65	SF3A2	splicing factor 3a subunit 2
9900	6.20e-04	1.01e-04	0.1872	-3.88886	-0.7278351	29.64	SV2A	synaptic vesicle glycoprotein 2A
10213	6.21e-04	1.01e-04	0.0564	3.88825	0.2194192	1383.73	PSMD14	proteasome 26S subunit, non-ATPase 14
1737	6.21e-04	1.01e-04	0.0943	3.88812	0.3666072	4633.88	DLAT	dihydrolipoamide S-acetyltransferase
55966	6.23e-04	1.01e-04	0.374	-3.88738	-1.4538269	17.75	AJAP1	adherens junctions associated protein 1
6262	6.25e-04	1.02e-04	0.1337	3.88669	0.5194785	66245.44	RYR2	ryanodine receptor 2
91894	6.25e-04	1.02e-04	0.2139	3.88674	0.8314244	19.89	C11orf52	chromosome 11 open reading frame 52
113622	6.26e-04	1.02e-04	0.104	-3.8861	-0.4042421	11713.4	ADPRHL1	ADP-ribosylhydrolase like 1
149134	6.28e-04	1.02e-04	0.1877	-3.88522	-0.7293137	23.61	LINC01341	long intergenic non-protein coding RNA 1341
55103	6.28e-04	1.02e-04	0.1593	3.88512	0.6188551	334.62	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
100507421	6.31e-04	1.03e-04	0.2224	3.8839	0.8636377	3119.39	TMEM178B	transmembrane protein 178B
6035	6.33e-04	1.03e-04	0.1335	3.8831	0.5182681	3739.39	RNASE1	ribonuclease A family member 1, pancreatic
7329	6.36e-04	1.04e-04	0.0507	3.88198	0.1968285	1754.15	UBE2I	ubiquitin conjugating enzyme E2 I
8707	6.37e-04	1.04e-04	0.2741	3.88151	1.0639885	1419.58	B3GALT2	beta-1,3-galactosyltransferase 2
402483	6.37e-04	1.04e-04	0.1133	-3.88108	-0.4395929	1137.96	LINC01000	long intergenic non-protein coding RNA 1000
26262	6.39e-04	1.04e-04	0.0799	3.8804	0.3099475	851.03	TSPAN17	tetraspanin 17
1647	6.40e-04	1.04e-04	0.1632	-3.88012	-0.633349	1413.88	GADD45A	growth arrest and DNA damage inducible alpha
79753	6.41e-04	1.05e-04	0.0649	-3.87957	-0.2518368	365.16	SNIP1	Smad nuclear interacting protein 1
102723996	6.41e-04	1.05e-04	0.1763	-3.87949	-0.6841177	120.55	LOC102723996	ICOS ligand
29889	6.46e-04	1.06e-04	0.0772	3.87737	0.299338	900.59	GNL2	G protein nucleolar 2
81606	6.47e-04	1.06e-04	0.1314	-3.87694	-0.5093074	4706.79	LBH	LBH regulator of WNT signaling pathway
10272	6.48e-04	1.06e-04	0.2203	-3.87666	-0.8538401	3407.78	FSTL3	follistatin like 3
55086	6.48e-04	1.06e-04	0.2582	-3.87634	-1.0009105	63.92	RADX	RPA1 related single stranded DNA binding protein, X-linked
8086	6.49e-04	1.06e-04	0.0506	-3.87598	-0.1959662	1003.97	AAAS	aladin WD repeat nucleoporin
6175	6.49e-04	1.06e-04	0.103	3.87581	0.3991746	8958.66	RPLP0	ribosomal protein lateral stalk subunit P0
165186	6.51e-04	1.07e-04	0.3379	3.87495	1.3092167	581.03	TOGARAM2	TOG array regulator of axonemal microtubules 2
137886	6.54e-04	1.07e-04	0.0661	3.87392	0.2562153	905.57	UBXN2B	UBX domain protein 2B
5576	6.54e-04	1.07e-04	0.0746	3.87372	0.2887983	2187.08	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
56992	6.55e-04	1.07e-04	0.1721	3.87358	0.666581	20.28	KIF15	kinesin family member 15
55565	6.55e-04	1.07e-04	0.1469	-3.87315	-0.5688414	115.6	ZNF821	zinc finger protein 821
11224	6.57e-04	1.08e-04	0.1203	3.87269	0.4657622	4033.97	RPL35	ribosomal protein L35
23244	6.60e-04	1.08e-04	0.0498	3.87125	0.1928994	1745.62	PDS5A	PDS5 cohesin associated factor A
79875	6.61e-04	1.08e-04	0.1052	-3.87096	-0.4071979	6494.16	THSD4	thrombospondin type 1 domain containing 4
653381	6.61e-04	1.08e-04	0.1364	3.87085	0.5279069	155.51	SORD2P	sorbitol dehydrogenase 2, pseudogene
100131626	6.62e-04	1.09e-04	0.131	3.87035	0.5071199	31.55	LOC100131626	uncharacterized LOC100131626
9424	6.62e-04	1.09e-04	0.1983	-3.87036	-0.7676274	568.55	KCNK6	potassium two pore domain channel subfamily K member 6
1605	6.62e-04	1.09e-04	0.0751	3.87025	0.2905314	6900.66	DAG1	dystroglycan 1
8869	6.66e-04	1.09e-04	0.183	3.86874	0.7079451	138.5	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
56103	6.67e-04	1.10e-04	0.0841	-3.86816	-0.3253472	190.51	PCDHGB2	protocadherin gamma subfamily B, 2
9987	6.67e-04	1.10e-04	0.077	3.868	0.2976447	5034.97	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
57687	6.67e-04	1.10e-04	0.2598	-3.86795	-1.0047363	957.32	VAT1L	vesicle amine transport 1 like
23534	6.69e-04	1.10e-04	0.0672	3.86699	0.2598676	1430.83	TNPO3	transportin 3
2618	6.69e-04	1.10e-04	0.0551	3.86702	0.2128832	1249.14	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
378938	6.70e-04	1.10e-04	0.1754	3.86675	0.6783176	12301.63	MALAT1	metastasis associated lung adenocarcinoma transcript 1
84277	6.74e-04	1.11e-04	0.0898	-3.86526	-0.3469249	520.79	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30
109136578	6.74e-04	1.11e-04	0.2713	-3.86522	-1.0485726	16.48	MASCRNA	MALAT1-associated small cytoplasmic RNA
84162	6.75e-04	1.11e-04	0.0741	3.86469	0.2863925	2137.42	BLTP1	bridge-like lipid transfer protein family member 1
64432	6.75e-04	1.11e-04	0.1198	3.86461	0.4629823	4473.74	MRPS25	mitochondrial ribosomal protein S25
115817	6.75e-04	1.11e-04	0.1117	-3.86442	-0.4317298	163.04	DHRS1	dehydrogenase/reductase 1
100131691	6.81e-04	1.12e-04	0.0829	3.86235	0.3202051	75.33	MZF1-AS1	MZF1 antisense RNA 1
100529241	6.84e-04	1.13e-04	0.0629	3.8612	0.2430274	1132.55	HSPE1-MOB4	HSPE1-MOB4 readthrough
56125	6.84e-04	1.13e-04	0.1951	-3.86086	-0.7534423	28.92	PCDHB11	protocadherin beta 11
2969	6.84e-04	1.13e-04	0.0515	3.86083	0.1989148	2892.94	GTF2I	general transcription factor IIi
79962	6.85e-04	1.13e-04	0.3496	-3.86052	-1.3494519	10.26	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22
8079	6.86e-04	1.13e-04	0.048	3.86012	0.1852288	3376.78	MLF2	myeloid leukemia factor 2
100506606	6.86e-04	1.13e-04	0.1591	3.86005	0.614236	158.58	LOC100506606	uncharacterized LOC100506606
51616	6.86e-04	1.13e-04	0.082	-3.86015	-0.3165398	828.91	TAF9B	TATA-box binding protein associated factor 9b
9445	6.86e-04	1.13e-04	0.0666	-3.85992	-0.2569021	13646.33	ITM2B	integral membrane protein 2B
8892	6.88e-04	1.14e-04	0.0793	3.85898	0.3060852	615.3	EIF2B2	eukaryotic translation initiation factor 2B subunit beta
100528062	6.89e-04	1.14e-04	0.0637	-3.85869	-0.2456746	579.33	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough
105376224	6.92e-04	1.15e-04	0.1696	3.85755	0.654109	19.1	LOC105376224	uncharacterized LOC105376224
85459	6.92e-04	1.15e-04	0.0733	3.85756	0.2828635	426.66	CEP295	centrosomal protein 295
100507401	6.92e-04	1.15e-04	0.1452	3.85726	0.5602454	28.46	LRP4-AS1	LRP4 antisense RNA 1
57493	6.93e-04	1.15e-04	0.0847	-3.85708	-0.3266204	7635.67	HEG1	heart development protein with EGF like domains 1
23309	6.93e-04	1.15e-04	0.0734	-3.85687	-0.2832764	1409.5	SIN3B	SIN3 transcription regulator family member B
339105	6.93e-04	1.15e-04	0.132	-3.85678	-0.5092363	55.61	PRSS53	serine protease 53
259266	6.94e-04	1.15e-04	0.2796	3.8565	1.0781668	23.63	ASPM	assembly factor for spindle microtubules
55592	6.94e-04	1.15e-04	0.134	3.85643	0.516861	44.03	GOLGA2P5	GOLGA2 pseudogene 5
55215	6.95e-04	1.15e-04	0.0711	3.85588	0.2739779	208.04	FANCI	FA complementation group I
29998	6.97e-04	1.16e-04	0.0701	-3.85491	-0.2702792	332.1	BICRA	BRD4 interacting chromatin remodeling complex associated protein
5937	6.99e-04	1.16e-04	0.0653	-3.85419	-0.251533	2066.22	RBMS1	RNA binding motif single stranded interacting protein 1
388569	6.99e-04	1.16e-04	0.0904	-3.85424	-0.3483414	73.24	ZNF324B	zinc finger protein 324B
7879	6.99e-04	1.16e-04	0.0535	3.85396	0.2061884	8161.2	RAB7A	RAB7A, member RAS oncogene family
157777	6.99e-04	1.16e-04	0.0792	3.85391	0.3053843	367.32	MCMDC2	minichromosome maintenance domain containing 2
4595	7.01e-04	1.17e-04	0.0632	-3.85324	-0.2436468	181.06	MUTYH	mutY DNA glycosylase
1495	7.01e-04	1.17e-04	0.0569	3.85306	0.2191187	13561.63	CTNNA1	catenin alpha 1
440093	7.01e-04	1.17e-04	0.073	-3.85304	-0.2811842	430.99	H3-5	H3.5 histone
6932	7.03e-04	1.17e-04	0.1819	3.85219	0.7008349	79.95	TCF7	transcription factor 7
105376689	7.05e-04	1.17e-04	0.1768	-3.85146	-0.6807929	32.8	LOC105376689	translation initiation factor IF-2
51603	7.08e-04	1.18e-04	0.0487	3.85039	0.1876948	616.06	METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase
30819	7.08e-04	1.18e-04	0.3996	3.85047	1.5385303	4955.91	KCNIP2	potassium voltage-gated channel interacting protein 2
112268223	7.08e-04	1.18e-04	0.3319	-3.85023	-1.27792	10.96	CDC42-AS1	CDC42 antisense RNA 1
1979	7.09e-04	1.18e-04	0.0921	3.84991	0.3545206	6771.97	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
101928601	7.09e-04	1.18e-04	0.2935	3.84975	1.1299731	20.09	MEI4	meiotic double-stranded break formation protein 4
7675	7.09e-04	1.18e-04	0.0704	-3.84963	-0.2711708	562.11	ZNF121	zinc finger protein 121
51666	7.12e-04	1.19e-04	0.2177	3.84849	0.8376556	164.85	ASB4	ankyrin repeat and SOCS box containing 4
4694	7.12e-04	1.19e-04	0.1311	3.84851	0.5046686	9371.87	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
79634	7.13e-04	1.19e-04	0.0675	3.84814	0.2597123	1256.97	SCRN3	secernin 3
114327	7.13e-04	1.19e-04	0.0825	-3.84821	-0.3176352	362.37	EFHC1	EF-hand domain containing 1
1819	7.16e-04	1.20e-04	0.0579	-3.84694	-0.2227043	549.22	DRG2	developmentally regulated GTP binding protein 2
25812	7.16e-04	1.20e-04	0.1438	3.847	0.5530478	12.75	POM121L1P	POM121 transmembrane nucleoporin like 1, pseudogene
23760	7.16e-04	1.20e-04	0.1028	-3.84706	-0.3955022	1772.7	PITPNB	phosphatidylinositol transfer protein beta
31	7.19e-04	1.20e-04	0.0876	3.84569	0.3367916	842.52	ACACA	acetyl-CoA carboxylase alpha
400506	7.21e-04	1.21e-04	0.1566	3.84508	0.6023014	312.39	KNOP1	lysine rich nucleolar protein 1
50937	7.21e-04	1.21e-04	0.1529	3.84474	0.5878848	247.46	CDON	cell adhesion associated, oncogene regulated
168537	7.24e-04	1.21e-04	0.1598	3.84382	0.6142671	502.63	GIMAP7	GTPase, IMAP family member 7
54993	7.26e-04	1.22e-04	0.0655	3.84286	0.2516106	207.75	ZSCAN2	zinc finger and SCAN domain containing 2
55780	7.27e-04	1.22e-04	0.0701	-3.84256	-0.2694844	308.7	ERMARD	ER membrane associated RNA degradation
51072	7.29e-04	1.22e-04	0.094	3.84177	0.3609553	763.04	MEMO1	mediator of cell motility 1
100271849	7.30e-04	1.22e-04	0.1483	-3.8413	-0.5695838	29.49	MEF2B	myocyte enhancer factor 2B
55082	7.32e-04	1.23e-04	0.0754	-3.84068	-0.2897558	4062.76	ARGLU1	arginine and glutamate rich 1
55337	7.32e-04	1.23e-04	0.1044	-3.84064	-0.4008018	398.6	SHFL	shiftless antiviral inhibitor of ribosomal frameshifting
2869	7.32e-04	1.23e-04	0.1284	3.84039	0.4929537	1528.01	GRK5	G protein-coupled receptor kinase 5
6166	7.34e-04	1.23e-04	0.1091	3.83985	0.4188192	2122.58	RPL36AL	ribosomal protein L36a like
29893	7.34e-04	1.23e-04	0.0981	3.83989	0.376783	294.86	PSMC3IP	PSMC3 interacting protein
102724560	7.34e-04	1.23e-04	0.2449	3.83951	0.9401075	191.76	LOC102724560	cystathionine beta-synthase like
689	7.38e-04	1.24e-04	0.0768	3.83825	0.2948559	5323.06	BTF3	basic transcription factor 3
2319	7.38e-04	1.24e-04	0.0513	3.83815	0.1967985	2203.28	FLOT2	flotillin 2
29086	7.39e-04	1.24e-04	0.069	3.83761	0.2647814	1639.63	BABAM1	BRISC and BRCA1 A complex member 1
1646	7.43e-04	1.25e-04	0.2115	3.83641	0.8112291	538.34	AKR1C2	aldo-keto reductase family 1 member C2
9051	7.44e-04	1.25e-04	0.1682	3.83588	0.6453351	49.53	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1
728262	7.45e-04	1.25e-04	0.1381	-3.83559	-0.5296256	125.45	FAM157A	family with sequence similarity 157 member A
107984270	7.45e-04	1.25e-04	0.3862	-3.83562	-1.4811579	29.64	LOC107984270	uncharacterized LOC107984270
3251	7.45e-04	1.25e-04	0.0839	-3.8355	-0.3218631	473.01	HPRT1	hypoxanthine phosphoribosyltransferase 1
1522	7.45e-04	1.25e-04	0.1079	3.83536	0.4137722	3878.81	CTSZ	cathepsin Z
3396	7.45e-04	1.25e-04	0.0978	3.8352	0.3752068	765.45	MRPL58	mitochondrial ribosomal protein L58
92106	7.45e-04	1.26e-04	0.062	3.83508	0.2378111	770.11	OXNAD1	oxidoreductase NAD binding domain containing 1
55635	7.46e-04	1.26e-04	0.3056	3.83482	1.1718273	9.87	DEPDC1	DEP domain containing 1
27247	7.46e-04	1.26e-04	0.0968	3.83452	0.3712556	1565.22	NFU1	NFU1 iron-sulfur cluster scaffold
100526794	7.47e-04	1.26e-04	0.072	3.83415	0.2761458	532.37	NT5C1B-RDH14	NT5C1B-RDH14 readthrough
116173	7.48e-04	1.26e-04	0.3137	3.83372	1.2025346	202.62	CMTM5	CKLF like MARVEL transmembrane domain containing 5
23493	7.50e-04	1.27e-04	0.2718	3.83304	1.0418778	1106.23	HEY2	hes related family bHLH transcription factor with YRPW motif 2
2787	7.52e-04	1.27e-04	0.0917	3.83236	0.3514769	3004.91	GNG5	G protein subunit gamma 5
10799	7.52e-04	1.27e-04	0.1239	3.83222	0.4746977	63.48	RPP40	ribonuclease P/MRP subunit p40
6621	7.52e-04	1.27e-04	0.0702	-3.8322	-0.2691025	366.89	SNAPC4	small nuclear RNA activating complex polypeptide 4
100500865	7.54e-04	1.27e-04	0.2377	-3.83158	-0.9106119	9.65	MIR3936	microRNA 3936
91373	7.55e-04	1.27e-04	0.1152	3.83125	0.4412904	481.44	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
9097	7.57e-04	1.28e-04	0.0496	3.83054	0.1901665	1821.45	USP14	ubiquitin specific peptidase 14
284361	7.57e-04	1.28e-04	0.1199	-3.8304	-0.4591841	3856.86	EMC10	ER membrane protein complex subunit 10
153769	7.60e-04	1.29e-04	0.166	3.82922	0.6356413	7798.72	SH3RF2	SH3 domain containing ring finger 2
64081	7.61e-04	1.29e-04	0.1066	-3.82903	-0.4080263	193.81	PBLD	phenazine biosynthesis like protein domain containing
145820	7.61e-04	1.29e-04	0.1686	3.82865	0.6454839	49.02	LINC00924	long intergenic non-protein coding RNA 924
152503	7.62e-04	1.29e-04	0.0938	3.82846	0.3592658	6255.61	SH3D19	SH3 domain containing 19
23091	7.62e-04	1.29e-04	0.0762	3.82854	0.2918051	1906.06	ZC3H13	zinc finger CCCH-type containing 13
57190	7.62e-04	1.29e-04	0.068	3.82822	0.2602508	2756.44	SELENON	selenoprotein N
440275	7.62e-04	1.29e-04	0.0775	3.82826	0.2966857	1061.98	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4
100873954	7.63e-04	1.29e-04	0.1258	-3.82793	-0.4815138	385.57	SNRK-AS1	SNRK antisense RNA 1
339487	7.63e-04	1.29e-04	0.0749	3.82774	0.2867849	403.86	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
4212	7.63e-04	1.29e-04	0.0849	3.8275	0.3248378	1037.36	MEIS2	Meis homeobox 2
105373436	7.65e-04	1.30e-04	0.3219	-3.82704	-1.2320238	73.56	LOC105373436	uncharacterized LOC105373436
57406	7.66e-04	1.30e-04	0.1044	3.82659	0.3996065	188.74	ABHD6	abhydrolase domain containing 6, acylglycerol lipase
5877	7.67e-04	1.30e-04	0.0885	3.82617	0.3384543	193.09	RABIF	RAB interacting factor
100033432	7.68e-04	1.30e-04	0.2304	3.82586	0.8816595	12.52	SNORD116-21	small nucleolar RNA, C/D box 116-21
322	7.69e-04	1.31e-04	0.0799	3.82518	0.305704	2249.41	APBB1	amyloid beta precursor protein binding family B member 1
100506551	7.70e-04	1.31e-04	0.1777	3.82505	0.6798727	14.97	LOC100506551	uncharacterized LOC100506551
5886	7.70e-04	1.31e-04	0.0609	3.825	0.233107	3601.49	RAD23A	RAD23 homolog A, nucleotide excision repair protein
53826	7.72e-04	1.31e-04	0.0941	-3.82407	-0.3597445	1486.86	FXYD6	FXYD domain containing ion transport regulator 6
9276	7.74e-04	1.32e-04	0.044	3.82342	0.1682909	3261.77	COPB2	COPI coat complex subunit beta 2
10807	7.74e-04	1.32e-04	0.072	3.82326	0.2752391	469.88	ENTR1	endosome associated trafficking regulator 1
113523638	7.77e-04	1.32e-04	0.3685	-3.82244	-1.4084458	11.18	SMIM41	small integral membrane protein 41
7552	7.77e-04	1.32e-04	0.2171	-3.82225	-0.829921	125.85	ZNF711	zinc finger protein 711
10497	7.77e-04	1.32e-04	0.0614	3.82211	0.2346608	1753.26	UNC13B	unc-13 homolog B
647024	7.77e-04	1.32e-04	0.1248	3.82196	0.4769305	73.11	C6orf132	chromosome 6 open reading frame 132
65062	7.82e-04	1.33e-04	0.0791	-3.8203	-0.3021537	727.65	TMEM237	transmembrane protein 237
29883	7.84e-04	1.34e-04	0.0601	3.81971	0.2295657	1220.85	CNOT7	CCR4-NOT transcription complex subunit 7
64769	7.86e-04	1.34e-04	0.0901	-3.81911	-0.3441308	1064.88	MEAF6	MYST/Esa1 associated factor 6
27230	7.87e-04	1.34e-04	0.0753	-3.81876	-0.2877434	793.64	SERP1	stress associated endoplasmic reticulum protein 1
10652	7.87e-04	1.34e-04	0.0624	3.81856	0.2382403	1639.35	YKT6	YKT6 v-SNARE homolog
105374615	7.87e-04	1.34e-04	0.216	-3.81833	-0.8248659	19.75	LOC105374615	uncharacterized LOC105374615
6161	7.90e-04	1.35e-04	0.1087	3.81741	0.4151085	8385.8	RPL32	ribosomal protein L32
105373511	7.91e-04	1.35e-04	0.0883	3.81723	0.3369265	61.5	LOC105373511	uncharacterized LOC105373511
23266	7.91e-04	1.35e-04	0.0888	3.81697	0.3389184	2652.8	ADGRL2	adhesion G protein-coupled receptor L2
107986904	7.91e-04	1.35e-04	0.2374	3.81701	0.9061697	66.07	LOC107986904	uncharacterized LOC107986904
51372	7.91e-04	1.35e-04	0.1003	3.81674	0.3827254	1394.25	TMA7	translation machinery associated 7 homolog
51031	7.92e-04	1.35e-04	0.0682	-3.81649	-0.2604222	674.11	GLOD4	glyoxalase domain containing 4
10861	7.96e-04	1.36e-04	0.1321	-3.81519	-0.5040885	41.06	SLC26A1	solute carrier family 26 member 1
100532736	7.99e-04	1.37e-04	0.121	-3.81412	-0.4614901	712.14	MICOS10-NBL1	MICOS10-NBL1 readthrough
102723439	8.02e-04	1.37e-04	0.1227	3.81323	0.4679037	23.62	LOC102723439	uncharacterized LOC102723439
10059	8.02e-04	1.37e-04	0.0621	3.81295	0.2366115	2604.8	DNM1L	dynamin 1 like
1183	8.02e-04	1.37e-04	0.0818	3.81294	0.3117518	1572.18	CLCN4	chloride voltage-gated channel 4
10256	8.03e-04	1.37e-04	0.1794	-3.81264	-0.6839477	81.71	CNKSR1	connector enhancer of kinase suppressor of Ras 1
79635	8.03e-04	1.38e-04	0.077	3.81238	0.2936695	161.44	CCDC121	coiled-coil domain containing 121
4649	8.03e-04	1.38e-04	0.083	3.81241	0.3164216	1116.09	MYO9A	myosin IXA
8900	8.04e-04	1.38e-04	0.3934	-3.81212	-1.4995641	9.26	CCNA1	cyclin A1
100302692	8.05e-04	1.38e-04	0.0886	-3.81174	-0.3378725	118.84	FTX	FTX transcript, XIST regulator
9124	8.06e-04	1.38e-04	0.1063	-3.81138	-0.4053381	9456.69	PDLIM1	PDZ and LIM domain 1
54465	8.07e-04	1.39e-04	0.095	3.81078	0.3620885	301.29	ETAA1	ETAA1 activator of ATR kinase
5326	8.10e-04	1.39e-04	0.0868	-3.80987	-0.3308649	596.57	PLAGL2	PLAG1 like zinc finger 2
64854	8.12e-04	1.39e-04	0.1042	-3.80916	-0.3969889	2460.23	USP46	ubiquitin specific peptidase 46
109136579	8.12e-04	1.39e-04	0.1732	3.80911	0.6598129	11908.91	TALAM1	TALAM1 transcript, MALAT1 antisense RNA
284129	8.12e-04	1.40e-04	0.1042	-3.80897	-0.3970353	175.68	SLC26A11	solute carrier family 26 member 11
5089	8.15e-04	1.40e-04	0.0587	3.80814	0.2236206	1342.95	PBX2	PBX homeobox 2
80772	8.15e-04	1.40e-04	0.1323	3.80769	0.5037771	1790.14	CPTP	ceramide-1-phosphate transfer protein
79098	8.15e-04	1.40e-04	0.3094	3.80763	1.178066	35.77	C1orf116	chromosome 1 open reading frame 116
442524	8.15e-04	1.40e-04	0.1153	-3.80776	-0.4391075	130.56	DPY19L2P3	DPY19L2 pseudogene 3
9489	8.15e-04	1.40e-04	0.054	-3.80765	-0.2054935	666.37	PGS1	phosphatidylglycerophosphate synthase 1
91120	8.15e-04	1.40e-04	0.1584	3.80798	0.6033675	236.43	ZNF682	zinc finger protein 682
51098	8.15e-04	1.40e-04	0.0789	-3.80788	-0.3005814	204.6	IFT52	intraflagellar transport 52
128102	8.16e-04	1.40e-04	0.2565	3.80732	0.9767323	17.39	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4
